gene_cluster_id;focal;reference;comp;type;genome_occurences;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;KEGG_BRITE_ACC;KEGG_BRITE;split_level_1;split_level_2;split_level_3;split_level_4;split_level_5;split_level_6;KEGG_category;KOfam_function;KEGG_Class_ACC;KEGG_Class;KEGG_Module_ACC;KEGG_Module;KOfam_ACC;KOfam;COG20_CATEGORY_ACC;COG20_CATEGORY;COG20_PATHWAY_ACC;COG20_PATHWAY;COG20_FUNCTION_ACC;COG20_FUNCTION;Pfam_ACC;Pfam
GC_00009491;broadleaf;conifer;broadleaf_vs_conifer;accessory;10;2.52525693401604;1.91305538422551;0.557158959072987;3.43358991733434;5.95644604788615e-4;0.0173488659073787;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>TetR/AcrR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;TetR/AcrR family;Genetic Information Processing > Transcription > Transcription factors;TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor;M00642;"Signature modules; Gene set; Drug resistance";M00642;Multidrug resistance, efflux pump MexJK-OprM;K18301;TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor;K;Transcription;NA;NA;COG1309;DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP);PF14246.10;AefR-like transcriptional repressor, C-terminal domain
GC_00008833;shrub;conifer;shrub_vs_conifer;accessory;13;1.25997771330583;2.82579424379715;0.870114625610098;3.24761147626474;0.00116378065332633;0.0231447233108958;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>TetR/AcrR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;TetR/AcrR family;Genetic Information Processing > Transcription > Transcription factors;TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator_or_TetR/AcrR family transcriptional regulator, tetracycline repressor protein;NA;NA;NA;NA;K22105_or_K18476;TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator_or_TetR/AcrR family transcriptional regulator, tetracycline repressor protein;K;Transcription;NA;NA;COG1309;DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP);PF00440.27;Bacterial regulatory proteins, tetR family
GC_00008907;conifer;shrub;conifer_vs_shrub;accessory;7;3.36823709602283;2.16386307029173;0.681656621259662;3.17441803219491;0.00150137289182341;0.0262627249507347;ko03032|ko03036|ko03400;Chromosome and associated proteins>>>Prokaryotic type>>>Nucleoid associated proteins>>>IHF (integration host factor);NA;NA;Chromosome and associated proteins;Prokaryotic type;Nucleoid associated proteins;IHF (integration host factor);Genetic Information Processing > Chromosome > Nucleoid associated proteins;integration host factor subunit beta;NA;NA;NA;NA;K05788;integration host factor subunit beta;L;Replication, recombination and repair;NA;NA;COG0776;Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z);PF00216.25;Bacterial DNA-binding protein
GC_00014941;conifer;broadleaf;conifer_vs_broadleaf;accessory;4;0.74694842350925;3.01565099223534;0.946305167148362;3.18676373851243;0.00143874248043362;0.0279139985628309;ko03000;Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others;NA;NA;Transcription factors;Prokaryotic type;Other transcription factors;Others;Genetic Information Processing > Transcription > Transcription factors;prophage regulatory protein;NA;NA;NA;NA;K07733;prophage regulatory protein;K|X;Transcription|Mobilome: prophages, transposons;NA;NA;COG3311;DNA-binding transcriptional regulator AlpA (AlpA);PF12728.11;Helix-turn-helix domain
GC_00007725;conifer;shrub;conifer_vs_shrub;accessory;15;1.2753074350269;3.49888394720461;1.1955018173454;2.92670734284105;0.00342571071716529;0.0409775455491506;ko03000|ko03036|ko04812;Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others;NA;NA;Transcription factors;Prokaryotic type;Other transcription factors;Others;Genetic Information Processing > Transcription > Transcription factors;L-serine kinase (ADP) [EC:2.7.1.226];NA;NA;NA;NA;K23370;L-serine kinase (ADP) [EC:2.7.1.226];D;Cell cycle control, cell division, chromosome partitioning;NA;NA;COG1475;Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71);PF02195.22;ParB/Sulfiredoxin domain
GC_00008301;broadleaf;conifer;broadleaf_vs_conifer;accessory;14;2.69712446592318;2.04767112999088;0.541656027175146;3.78039018723734;1.56582771277443e-4;0.00821901070844582;ko03000|ko02048;Transcription factors>>>Prokaryotic type>>>Ribbon-helix-helix>>>Other families;NA;NA;Transcription factors;Prokaryotic type;Ribbon-helix-helix;Other families;Genetic Information Processing > Transcription > Transcription factors;RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB;NA;NA;NA;NA;K18918;RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB;R;General function prediction only;NA;NA;COG4710;Predicted DNA-binding protein with an HTH domain;PF05509.15;TraY domain
GC_00025420;broadleaf;conifer;broadleaf_vs_conifer;accessory;2;2.10739441594145;1.78771097926217;0.617105267826406;2.8969303495964698;0.00376833407263345;0.0481165098456501;ko01000|ko03400|ko03400;DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>Direct repair;NA;NA;DNA repair and recombination proteins;Prokaryotic type;SSBR (single strand breaks repair);Direct repair;Genetic Information Processing > Replication and repair > SSBR (single strand breaks repair);methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63];NA;NA;NA;NA;K00567;methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63];L;Replication, recombination and repair;NA;NA;COG0350;DNA repair enzyme Ada (O6-methylguanine-DNA--protein-cysteine methyltransferase) (AdaB) (PDB:6RLA) (PUBMED:29061663);PF01035.24;6-O-methylguanine DNA methyltransferase, DNA binding domain
GC_00002151;shrub;tree;shrub_vs_tree;core;93;4.55961318483387;1.24256838817012;0.358766202641343;3.46344883944465;5.33297998251212e-4;0.024263316116514302;ko01000|ko03016;Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Methyltransferases;NA;NA;Transfer RNA biogenesis;Prokaryotic type;tRNA modification factors;Methyltransferases;Genetic Information Processing > Translation > Aminoacyl-tRNA biosynthesis [PATH:ko00970];tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228];NA;NA;NA;NA;K00554;tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228];J;Translation, ribosomal structure and biogenesis;COG0336;tRNA modification;COG0336;tRNA G37 N-methylase TrmD (TrmD) (PDB:1P9P);PF01746.25;tRNA (Guanine-1)-methyltransferase
GC_00000999;tree;shrub;tree_vs_shrub;core;103;14.9874251287577;1.09223129663394;0.321649748882192;3.39571630455083;6.84492654947013e-4;0.0276020317430912;ko03016;Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA transport factors>>>tRNA export factors;NA;NA;Transfer RNA biogenesis;Prokaryotic type;tRNA transport factors;tRNA export factors;Genetic Information Processing > Translation > Aminoacyl-tRNA biosynthesis [PATH:ko00970];energy-dependent translational throttle protein EttA;NA;NA;NA;NA;K06020;energy-dependent translational throttle protein EttA;R;General function prediction only;NA;NA;COG0488;ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD);PF00005.31;ABC transporter
GC_00003301;broadleaf;conifer;broadleaf_vs_conifer;accessory;42;8.31877934071533;0.916210102265384;0.275555348751895;3.32495851165757;8.84316932659027e-4;0.0212393471478946;ko02000|ko02044;Secretion system>>>Type I secretion system>>>Multiple protein transporter;NA;NA;NA;Secretion system;Type I secretion system;Multiple protein transporter;Environmental Information Processing > Membrane transport > Bacterial secretion system [PATH:ko03070];membrane fusion protein, type I secretion system;NA;NA;NA;NA;K12537;membrane fusion protein, type I secretion system;V;Defense mechanisms;NA;NA;COG1566;Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO);PF13437.10;HlyD family secretion protein
GC_00000358;conifer;broadleaf;conifer_vs_broadleaf;core;104;19.9900830335089;0.960457252333784;0.284464563178077;3.3763687174368;7.34494150545725e-4;0.0195122760926316;ko01000|ko02044|ko02035;Secretion system>>>Type II secretion system>>>Tight adherence (Tad) export apparatus;NA;NA;NA;Secretion system;Type II secretion system;Tight adherence (Tad) export apparatus;Environmental Information Processing > Membrane transport > Bacterial secretion system [PATH:ko03070];pilus assembly protein CpaF [EC:7.4.2.8];NA;NA;NA;NA;K02283;pilus assembly protein CpaF [EC:7.4.2.8];U|W;Intracellular trafficking, secretion, and vesicular transport|Extracellular structures;NA;NA;COG4962;Pilus assembly protein, ATPase of CpaF family (CpaF);PF00437.24;Type II/IV secretion system protein
GC_00011289;broadleaf;conifer;broadleaf_vs_conifer;accessory;8;2.36530626122121;2.00710751116999;0.591395568057564;3.39384942934613;6.89175735435635e-4;0.0189149677749684;ko02044;Secretion system>>>Type II secretion system>>>Tight adherence (Tad) export apparatus;NA;NA;NA;Secretion system;Type II secretion system;Tight adherence (Tad) export apparatus;Environmental Information Processing > Membrane transport > Bacterial secretion system [PATH:ko03070];tight adherence protein E;NA;NA;NA;NA;K12513;tight adherence protein E;U|W;Intracellular trafficking, secretion, and vesicular transport|Extracellular structures;NA;NA;COG4961;Flp pilus assembly protein TadG, includes N-terminal TadE domain (TadG) (PUBMED:12010986);PF07811.16;TadE-like protein
GC_00003475;broadleaf;conifer;broadleaf_vs_conifer;accessory;48;5.85565455401848;1.0124907991435;0.336707015054766;3.00703802972095;0.00263806757746461;0.0392324772417964;ko02044;Secretion system>>>Type II secretion system>>>Tight adherence (Tad) export apparatus;NA;NA;NA;Secretion system;Type II secretion system;Tight adherence (Tad) export apparatus;Environmental Information Processing > Membrane transport > Bacterial secretion system [PATH:ko03070];tight adherence protein E;NA;NA;NA;NA;K12513;tight adherence protein E;U|W;Intracellular trafficking, secretion, and vesicular transport|Extracellular structures;NA;NA;COG4961;Flp pilus assembly protein TadG, includes N-terminal TadE domain (TadG) (PUBMED:12010986);PF07811.16;TadE-like protein
GC_00005184;conifer;broadleaf;conifer_vs_broadleaf;accessory;24;2.77937244273843;1.77088115125061;0.470379713419055;3.76479065897334;1.66688672310307e-4;0.00858117052029106;ko02044;Secretion system>>>Type IV secretion system>>>Conjugal transfer pilus assembly protein;NA;NA;NA;Secretion system;Type IV secretion system;Conjugal transfer pilus assembly protein;Environmental Information Processing > Membrane transport > Bacterial secretion system [PATH:ko03070];DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family;NA;NA;NA;NA;K03466;DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family;L;Replication, recombination and repair;NA;NA;COG0433;Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains (HerA) (PDB:4D2I);PF01935.21;Helicase HerA, central domain
GC_00006515;broadleaf;conifer;broadleaf_vs_conifer;accessory;18;1.58567482120673;2.98346870279863;0.777967935552807;3.83495073055761;1.25589466896544e-4;0.00728545606916351;ko01000|ko02000|ko02044;Secretion system>>>Type V secretion system>>>Autotransporter-1 (AT-1) family;NA;NA;NA;Secretion system;Type V secretion system;Autotransporter-1 (AT-1) family;Environmental Information Processing > Membrane transport > Bacterial secretion system [PATH:ko03070];subtilase-type serine protease [EC:3.4.21.-];NA;NA;NA;NA;K12685;subtilase-type serine protease [EC:3.4.21.-];I|S;Lipid transport and metabolism|Function unknown;COG0671|COG4625;Phospholipid biosynthesis;COG0671|COG4625;Membrane-associated phospholipid phosphatase (PgpB) (PDB:1D2T)|Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain;PF03797.23;Autotransporter beta-domain
GC_00005270;shrub;conifer;shrub_vs_conifer;accessory;22;2.91355359654477;1.52429124984874;0.528899118764831;2.88200754315587;0.00395150273758125;0.0446962424353255;ko02048;Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>HicA-HicB;NA;NA;Prokaryotic defense system;Toxin-antitoxin system (TA system);Type II TA system;HicA-HicB;Environmental Information Processing > Prokaryotic defense system > Toxin-antitoxin system;antitoxin HicB;NA;NA;NA;NA;K18843;antitoxin HicB;V;Defense mechanisms;NA;NA;COG1598;Antitoxin component HicB of the HicAB toxin-antitoxin system (HicB) (PDB:4P78) (PUBMED:19060138);PF15919.9;HicB_like antitoxin of bacterial toxin-antitoxin system
GC_00009718;broadleaf;conifer;broadleaf_vs_conifer;accessory;11;2.3350373864009;2.65470318126262;0.67396265152452;3.93894702511722;8.18399961421008e-5;0.00621438370705686;ko02048;Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>MazF-MazE;NA;NA;Prokaryotic defense system;Toxin-antitoxin system (TA system);Type II TA system;MazF-MazE;Environmental Information Processing > Prokaryotic defense system > Toxin-antitoxin system;antitoxin MazE;NA;NA;NA;NA;K07172;antitoxin MazE;V;Defense mechanisms;NA;NA;COG2336;Antitoxin component MazE of the MazEF toxin-antitoxin module (MazE) (PDB:1MVF);PF04014.22;Antidote-toxin recognition MazE, bacterial antitoxin
GC_00022158;broadleaf;conifer;broadleaf_vs_conifer;accessory;3;2.62007399948606;1.84425871375794;0.552875969752719;3.33575487931374;8.50681339516086e-4;0.021164175684943;ko01000|ko02048;Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>MazF-MazE;NA;NA;Prokaryotic defense system;Toxin-antitoxin system (TA system);Type II TA system;MazF-MazE;Environmental Information Processing > Prokaryotic defense system > Toxin-antitoxin system;mRNA interferase MazF [EC:3.1.-.-];NA;NA;NA;NA;K07171;mRNA interferase MazF [EC:3.1.-.-];V;Defense mechanisms;NA;NA;COG2337;mRNA-degrading endonuclease MazF, toxin component of the MazEF toxin-antitoxin module (MazF) (PDB:2MF2);PF02452.21;PemK-like, MazF-like toxin of type II toxin-antitoxin system
GC_00007662;conifer;shrub;conifer_vs_shrub;accessory;15;3.43811333542142;2.23041770474581;0.749171930930181;2.97717735096735;0.00290915670905721;0.0375465247564684;ko02048;Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>ParE-ParD;NA;NA;Prokaryotic defense system;Toxin-antitoxin system (TA system);Type II TA system;ParE-ParD;Environmental Information Processing > Prokaryotic defense system > Toxin-antitoxin system;toxin ParE1/3/4;NA;NA;NA;NA;K19092;toxin ParE1/3/4;X;Mobilome: prophages, transposons;NA;NA;COG3668;Plasmid stabilization system protein ParE (ParE) (PDB:3KXE);PF05016.19;ParE toxin of type II toxin-antitoxin system, parDE
GC_00008301;broadleaf;conifer;broadleaf_vs_conifer;accessory;14;2.69712446592318;2.04767112999088;0.541656027175146;3.78039018723734;1.56582771277443e-4;0.00821901070844582;ko03000|ko02048;Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>RelE/StbE-RelB/StbD;NA;NA;Prokaryotic defense system;Toxin-antitoxin system (TA system);Type II TA system;RelE/StbE-RelB/StbD;Environmental Information Processing > Prokaryotic defense system > Toxin-antitoxin system;RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB;NA;NA;NA;NA;K18918;RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB;R;General function prediction only;NA;NA;COG4710;Predicted DNA-binding protein with an HTH domain;PF05509.15;TraY domain
GC_00012718;broadleaf;conifer;broadleaf_vs_conifer;accessory;7;2.90166620246348;1.58748605556202;0.510703771293502;3.10842829991496;0.00188085277341591;0.032971262470787;ko02048;Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>RelE/StbE-RelB/StbD;NA;NA;Prokaryotic defense system;Toxin-antitoxin system (TA system);Type II TA system;RelE/StbE-RelB/StbD;Environmental Information Processing > Prokaryotic defense system > Toxin-antitoxin system;mRNA interferase RelE/StbE;NA;NA;NA;NA;K06218;mRNA interferase RelE/StbE;V;Defense mechanisms;NA;NA;COG2026;mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI);PF05016.19;ParE toxin of type II toxin-antitoxin system, parDE
GC_00026227;conifer;broadleaf;conifer_vs_broadleaf;accessory;2;1.65322021162615;2.46837016090252;0.710301626061299;3.47510137994461;5.10660320101274e-4;0.0158810130947536;ko01000|ko03016|ko02048;Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>VapC-VapB;NA;NA;Prokaryotic defense system;Toxin-antitoxin system (TA system);Type II TA system;VapC-VapB;Environmental Information Processing > Prokaryotic defense system > Toxin-antitoxin system;tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-];NA;NA;NA;NA;K18828;tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-];V;Defense mechanisms;NA;NA;COG1487;Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND);PF01850.25;PIN domain
GC_00051657;broadleaf;conifer;broadleaf_vs_conifer;accessory;1;2.65650950020408;2.85124742693134;0.67712280376979;4.21082765350303;2.54436804686345e-5;0.00356681256046458;ko02048;Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>VapC-VapB;NA;NA;Prokaryotic defense system;Toxin-antitoxin system (TA system);Type II TA system;VapC-VapB;Environmental Information Processing > Prokaryotic defense system > Toxin-antitoxin system;antitoxin VapB;NA;NA;NA;NA;K19687;antitoxin VapB;NA;NA;NA;NA;NA;NA;PF07704.15;Rv0623-like transcription factor
